project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs,from_artifact,to_artifact,to_call_depth,candidate,label,tags,notes
mockito,test_invoke_illegal_arguments,invoke,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/util/reflection/MemberAccessorTest.java#L86,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/plugins/MemberAccessor.java#L27,org.mockito.internal.util.reflection.MemberAccessorTest.test_invoke_illegal_arguments(),org.mockito.internal.util.reflection.MemberAccessorTest.test_invoke_illegal_arguments(),org.mockito.internal.util.reflection.MemberAccessorTest.test_invoke_illegal_arguments(),"org.mockito.plugins.MemberAccessor.invoke(java.lang.reflect.Method, java.lang.Object, java.lang.Object...)","org.mockito.plugins.MemberAccessor.invoke(Method, Object, Object[])","org.mockito.plugins.MemberAccessor.invoke(Method, Object, Object[])",#test-code #test-case-method,#main-code,1,1,1,,
mockito,test_invoke_illegal_arguments,Sample,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/util/reflection/MemberAccessorTest.java#L86,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/util/reflection/MemberAccessorTest.java#L143,org.mockito.internal.util.reflection.MemberAccessorTest.test_invoke_illegal_arguments(),org.mockito.internal.util.reflection.MemberAccessorTest.test_invoke_illegal_arguments(),org.mockito.internal.util.reflection.MemberAccessorTest.test_invoke_illegal_arguments(),org.mockito.internal.util.reflection.MemberAccessorTest.Sample.Sample(java.lang.String),org.mockito.internal.util.reflection.MemberAccessorTest.Sample.Sample(String),org.mockito.internal.util.reflection.MemberAccessorTest.Sample.Sample(String),#test-code #test-case-method,#test-code #test-helper-method,1,1,0,,
mockito,should_inject_mocks_for_class_hierarchy_if_annotated,openMocks,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/annotation/MockInjectionUsingSetterOrPropertyTest.java#L105,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/MockitoAnnotations.java#L73,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockito.MockitoAnnotations.openMocks(java.lang.Object),org.mockito.MockitoAnnotations.openMocks(Object),org.mockito.MockitoAnnotations.openMocks(Object),#test-code #test-case-method,#main-code,1,1,1,,
mockito,should_inject_mocks_for_class_hierarchy_if_annotated,getAList,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/annotation/MockInjectionUsingSetterOrPropertyTest.java#L105,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/annotation/MockInjectionUsingSetterOrPropertyTest.java#L170,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.SuperUnderTesting.getAList(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.SuperUnderTesting.getAList(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.SuperUnderTesting.getAList(),#test-code #test-case-method,#test-code #test-helper-method,1,1,0,,
mockito,should_inject_mocks_for_class_hierarchy_if_annotated,getAMap,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/annotation/MockInjectionUsingSetterOrPropertyTest.java#L105,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/annotation/MockInjectionUsingSetterOrPropertyTest.java#L178,org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.should_inject_mocks_for_class_hierarchy_if_annotated(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.BaseUnderTesting.getAMap(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.BaseUnderTesting.getAMap(),org.mockitousage.annotation.MockInjectionUsingSetterOrPropertyTest.BaseUnderTesting.getAMap(),#test-code #test-case-method,#test-code #test-helper-method,1,1,0,,
mockito,should_call_all_listeners_in_order,any,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/ArgumentMatchers.java#L179,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.ArgumentMatchers.any(java.lang.Class<T>),org.mockito.ArgumentMatchers.any(Class),org.mockito.ArgumentMatchers.any(Class),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,verify,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/InOrder.java#L74,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.InOrder.verify(T),org.mockito.InOrder.verify(T),org.mockito.InOrder.verify(T),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,stubbingLookupListeners,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/MockSettings.java#L226,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.MockSettings.stubbingLookupListeners(org.mockito.listeners.StubbingLookupListener...),org.mockito.MockSettings.stubbingLookupListeners(StubbingLookupListener[]),org.mockito.MockSettings.stubbingLookupListeners(StubbingLookupListener[]),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,mock,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L2201,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),"org.mockito.Mockito.mock(java.lang.Class<T>, org.mockito.MockSettings)","org.mockito.Mockito.mock(Class, MockSettings)","org.mockito.Mockito.mock(Class, MockSettings)",#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,doReturn,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L3247,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.Mockito.doReturn(java.lang.Object),org.mockito.Mockito.doReturn(Object),org.mockito.Mockito.doReturn(Object),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,inOrder,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L3332,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.Mockito.inOrder(java.lang.Object...),org.mockito.Mockito.inOrder(Object[]),org.mockito.Mockito.inOrder(Object[]),#test-code #test-case-method,#main-code,1,1,1,,
mockito,should_call_all_listeners_in_order,withSettings,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L3721,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.Mockito.withSettings(),org.mockito.Mockito.withSettings(),org.mockito.Mockito.withSettings(),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,onStubbingLookup,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/listeners/StubbingLookupListener.java#L35,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.listeners.StubbingLookupListener.onStubbingLookup(org.mockito.listeners.StubbingLookupEvent),org.mockito.listeners.StubbingLookupListener.onStubbingLookup(StubbingLookupEvent),org.mockito.listeners.StubbingLookupListener.onStubbingLookup(StubbingLookupEvent),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,when,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/stubbing/Stubber.java#L76,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockito.stubbing.Stubber.when(T),org.mockito.stubbing.Stubber.when(T),org.mockito.stubbing.Stubber.when(T),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_call_all_listeners_in_order,giveMeSomeString,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/StubbingLookupListenerCallbackTest.java#L114,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/debugging/Foo.java#L8,org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.StubbingLookupListenerCallbackTest.should_call_all_listeners_in_order(),org.mockitousage.debugging.Foo.giveMeSomeString(java.lang.String),org.mockitousage.debugging.Foo.giveMeSomeString(String),org.mockitousage.debugging.Foo.giveMeSomeString(String),#test-code #test-case-method,#test-code #test-helper-method,1,1,0,,
mockito,rule_can_be_changed_to_strict,run,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/junitrule/MutableStrictJUnitTestRuleTest.java#L25,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/runners/DefaultInternalRunner.java#L65,org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockito.internal.runners.DefaultInternalRunner.$1.run(org.junit.runner.notification.RunNotifier),org.mockito.internal.runners.DefaultInternalRunner.$1.run(RunNotifier),org.mockito.internal.runners.DefaultInternalRunner.$1.run(RunNotifier),#test-code #test-case-method,#main-code,1,0,1,,
mockito,rule_can_be_changed_to_strict,succeeds,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/junitrule/MutableStrictJUnitTestRuleTest.java#L25,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/JUnitResultAssert.java#L132,org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitoutil.JUnitResultAssert.succeeds(int),org.mockitoutil.JUnitResultAssert.succeeds(int),org.mockitoutil.JUnitResultAssert.succeeds(int),#test-code #test-case-method,#main-code,1,0,0,,
mockito,rule_can_be_changed_to_strict,assertThat,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/junitrule/MutableStrictJUnitTestRuleTest.java#L25,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/JUnitResultAssert.java#L165,org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitoutil.JUnitResultAssert.assertThat(org.junit.runner.Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),#test-code #test-case-method,#main-code,1,1,0,,
mockito,rule_can_be_changed_to_strict,fails,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/junitrule/MutableStrictJUnitTestRuleTest.java#L25,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/JUnitResultAssert.java#L38,org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),org.mockitousage.junitrule.MutableStrictJUnitTestRuleTest.rule_can_be_changed_to_strict(),"org.mockitoutil.JUnitResultAssert.fails(int, java.lang.Class)","org.mockitoutil.JUnitResultAssert.fails(int, Class)","org.mockitoutil.JUnitResultAssert.fails(int, Class)",#test-code #test-case-method,#main-code,1,0,0,,
mockito,less_or_equal_matcher,leq,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/MatchersTest.java#L419,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/AdditionalMatchers.java#L206,org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockito.AdditionalMatchers.leq(int),org.mockito.AdditionalMatchers.leq(int),org.mockito.AdditionalMatchers.leq(int),#test-code #test-case-method,#main-code,1,1,1,,
mockito,less_or_equal_matcher,gt,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/MatchersTest.java#L419,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/AdditionalMatchers.java#L304,org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockito.AdditionalMatchers.gt(int),org.mockito.AdditionalMatchers.gt(int),org.mockito.AdditionalMatchers.gt(int),#test-code #test-case-method,#main-code,1,1,1,,
mockito,less_or_equal_matcher,when,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/MatchersTest.java#L419,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L2845,org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockito.Mockito.when(T),org.mockito.Mockito.when(T),org.mockito.Mockito.when(T),#test-code #test-case-method,#main-code,1,1,0,,
mockito,less_or_equal_matcher,thenReturn,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/MatchersTest.java#L419,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/stubbing/OngoingStubbing.java#L50,org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockito.stubbing.OngoingStubbing.thenReturn(T),org.mockito.stubbing.OngoingStubbing.thenReturn(T),org.mockito.stubbing.OngoingStubbing.thenReturn(T),#test-code #test-case-method,#main-code,1,1,0,,
mockito,less_or_equal_matcher,oneArg,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/MatchersTest.java#L419,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitousage/IMethods.java#L73,org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.matchers.MatchersTest.less_or_equal_matcher(),org.mockitousage.IMethods.oneArg(int),org.mockitousage.IMethods.oneArg(int),org.mockitousage.IMethods.oneArg(int),#test-code #test-case-method,#main-code,1,1,0,,
mockito,shouldVerifyVarArgs_isNull_NullArrayArg2,isNull,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VarargsTest.java#L428,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/ArgumentMatchers.java#L700,org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockito.ArgumentMatchers.isNull(),org.mockito.ArgumentMatchers.isNull(),org.mockito.ArgumentMatchers.isNull(),#test-code #test-case-method,#main-code,1,1,1,,
mockito,shouldVerifyVarArgs_isNull_NullArrayArg2,verify,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VarargsTest.java#L428,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L2875,org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockito.Mockito.verify(T),org.mockito.Mockito.verify(T),org.mockito.Mockito.verify(T),#test-code #test-case-method,#main-code,1,1,0,,
mockito,shouldVerifyVarArgs_isNull_NullArrayArg2,varargs,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VarargsTest.java#L428,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitousage/IMethods.java#L188,org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.IMethods.varargs(java.lang.Object...),org.mockitousage.IMethods.varargs(Object[]),org.mockitousage.IMethods.varargs(Object[]),#test-code #test-case-method,#main-code,1,1,0,,
mockito,shouldVerifyVarArgs_isNull_NullArrayArg2,varargs,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VarargsTest.java#L428,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitousage/IMethods.java#L190,org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.matchers.VarargsTest.shouldVerifyVarArgs_isNull_NullArrayArg2(),org.mockitousage.IMethods.varargs(java.lang.String...),org.mockitousage.IMethods.varargs(String[]),org.mockitousage.IMethods.varargs(String[]),#test-code #test-case-method,#main-code,1,1,0,,
mockito,shouldVerifyUsingMatchers,anyInt,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VerificationAndStubbingUsingMatchersTest.java#L52,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/ArgumentMatchers.java#L282,org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockito.ArgumentMatchers.anyInt(),org.mockito.ArgumentMatchers.anyInt(),org.mockito.ArgumentMatchers.anyInt(),#test-code #test-case-method,#main-code,1,1,0,,
mockito,shouldVerifyUsingMatchers,eq,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VerificationAndStubbingUsingMatchersTest.java#L52,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/ArgumentMatchers.java#L518,org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockito.ArgumentMatchers.eq(boolean),org.mockito.ArgumentMatchers.eq(boolean),org.mockito.ArgumentMatchers.eq(boolean),#test-code #test-case-method,#main-code,1,1,0,,
mockito,shouldVerifyUsingMatchers,eq,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockitousage/matchers/VerificationAndStubbingUsingMatchersTest.java#L52,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/ArgumentMatchers.java#L593,org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockitousage.matchers.VerificationAndStubbingUsingMatchersTest.shouldVerifyUsingMatchers(),org.mockito.ArgumentMatchers.eq(int),org.mockito.ArgumentMatchers.eq(int),org.mockito.ArgumentMatchers.eq(int),#test-code #test-case-method,#main-code,1,1,0,,
